disclosure_id,institution_name,transaction_type,transaction_amount,transaction_date,reporting_region,ssn,email,created_at
ca0c0911-b9e0-404f-9bed-03b2e03337a4,"Duran, Wilson and Orr",CHECK,12848.65,2025-10-13,S,823-23-6599,robert89@example.com,2026-02-25T19:12:53
21ae6678-1760-499b-8fa9-fd7e4e5bf878,Sweeney-Knight,CARD,192311.11,2025-06-02,W,393-59-0488,uthornton@example.org,2026-02-25T19:12:53
54075675-a36a-48d2-bbf7-ec32fb7c0d5f,Nichols-Chambers,CHECK,36498.67,2025-07-24,MW,142-33-4439,garymorris@example.com,2026-02-25T19:12:53
b6b879ef-f79b-4b1c-8b50-562be174d4af,Davenport LLC,CARD,92235.6,2025-09-16,S,229-07-8713,gdudley@example.com,2026-02-25T19:12:53
7da50194-19bc-4082-b2bd-54c71b8ebc43,Gutierrez-Cook,ACH,44952.57,2026-02-23,MW,355-75-0438,wagnerchris@example.net,2026-02-25T19:12:53
7a31c271-fb89-4969-80c3-07c6d17a6ea0,"Evans, Carey and Miller",ACH,207083.84,2025-11-24,W,746-18-5434,rebecca69@example.org,2026-02-25T19:12:53
344a2f36-bb17-4e11-801c-946e36699b49,Singleton Inc,CASH,207012.95,2025-06-01,W,870-54-1080,robertwatts@example.net,2026-02-25T19:12:53
0ef1c488-04f6-4f12-9003-255b2a7c29c0,Martinez-Baldwin,CHECK,197454.67,2025-09-06,MW,181-38-1812,martinezvanessa@example.com,2026-02-25T19:12:53
5bf6dea2-b2b2-4daf-b19d-32b4483ef02b,Taylor Group,CARD,2528.83,2025-10-31,S,876-31-2884,dglover@example.com,2026-02-25T19:12:53
8f26d98e-0579-4bf3-96a7-3d1ee1a3eb34,"Johnson, Martin and Bradford",CASH,180612.7,2025-03-18,MW,574-63-5199,jamesespinoza@example.net,2026-02-25T19:12:53
235d52c8-8f46-42ca-a0df-6d1dbe113a42,Long Inc,ACH,192300.5,2025-08-16,NE,287-90-0145,anthonyneal@example.org,2026-02-25T19:12:53
4761466e-6e15-4966-aed3-4d452860c96a,Hernandez Inc,CHECK,28811.96,2025-10-24,MW,580-23-0200,james18@example.org,2026-02-25T19:12:53
a788e534-b6b6-49ff-9a79-5cf9e8b707dd,Mccullough-Sanders,CHECK,14118.7,2026-01-04,MW,116-22-3021,sara22@example.net,2026-02-25T19:12:53
fe185f28-bd85-4051-bf47-634bbcd78db6,Gonzalez Inc,WIRE,66430.88,2025-06-17,NE,070-93-4999,andrew50@example.com,2026-02-25T19:12:53
aca85c66-2269-4891-8664-0af3d20cf8c9,Johnson-Jimenez,CARD,90740.82,2025-07-23,NE,214-97-6977,elizabeth00@example.org,2026-02-25T19:12:53
aeae0f53-edf1-4cc4-a648-4bb348d5bfa3,Campbell-Burke,CASH,198135.92,2025-11-06,MW,410-66-6553,johnrichmond@example.com,2026-02-25T19:12:53
c31fc178-5ab7-4bbf-b537-585a115be0e0,Ewing-Yang,CARD,107852.93,2026-01-15,W,744-53-5632,jonessean@example.net,2026-02-25T19:12:53
d41b82df-11b8-486f-8b33-7dfc037812b4,James Inc,CARD,175644.18,2025-08-21,MW,356-27-2608,tatedustin@example.com,2026-02-25T19:12:53
313ea72e-3d35-4072-9c50-dc28b6e885a3,Wood LLC,WIRE,75830.81,2025-11-19,NE,260-63-8910,johnsonrodney@example.com,2026-02-25T19:12:53
7b84ce8b-293a-4526-86cb-1dd20c3f81bb,Ball Inc,ACH,178435.9,2026-02-21,W,391-57-3325,pparrish@example.org,2026-02-25T19:12:53
4829a98e-1523-4839-bce9-2df333d59122,"Carpenter, Kim and Lopez",CARD,152358.51,2025-09-29,MW,043-07-9561,banksjessica@example.com,2026-02-25T19:12:53
08da3b6e-4f2c-4076-844b-aedf66cc570e,Reyes Ltd,CASH,165764.11,2025-06-10,MW,073-35-5849,william16@example.com,2026-02-25T19:12:53
315496a0-5cf8-4423-a865-6577a35c5457,Murray-Chandler,CASH,45397.06,2025-03-27,S,536-54-4604,mossjeff@example.org,2026-02-25T19:12:53
f268a46b-5ec5-4bff-9bb1-1990bddd10ed,Cummings and Sons,ACH,167312.44,2025-08-16,S,765-30-3342,jessicaescobar@example.com,2026-02-25T19:12:53
013b42b5-7541-4244-9824-6a533e35fd7c,Smith-Vargas,CASH,180135.13,2025-10-24,S,823-62-9516,danielle51@example.org,2026-02-25T19:12:53
67254810-8fa3-4126-b8a7-85a98ef03e87,Lopez-Morris,CHECK,99595.96,2025-08-29,MW,312-74-4844,gregtucker@example.net,2026-02-25T19:12:53
2b106e50-8094-468e-8545-a25a62a458bc,White Ltd,CARD,22561.04,2025-07-06,W,707-84-3620,kaitlynrodriguez@example.com,2026-02-25T19:12:53
d75fac8f-1759-48c7-859e-1c048f707cb0,Pearson-Duncan,CHECK,27253.72,2025-12-11,NE,711-85-0193,jamesreyes@example.org,2026-02-25T19:12:53
361556b5-2a8d-4648-aca4-aab94d8cc761,Miller-Thornton,WIRE,168254.02,2025-12-27,MW,236-56-1273,pglover@example.net,2026-02-25T19:12:53
b3729562-747e-4e6d-b125-e36ef44bd657,Bradley-Patel,CHECK,190421.79,2025-03-22,NE,107-29-3946,cjones@example.com,2026-02-25T19:12:53
29547908-557f-4e04-9af0-8e2bf6e08fdc,Franklin-Walker,CARD,112247.13,2026-01-06,W,480-74-8442,johnsonrebecca@example.org,2026-02-25T19:12:53
0e3b1627-7a01-46ac-a4ef-303f4c4daea5,"Mayo, Davis and Williams",CHECK,9408.01,2026-01-24,W,568-85-5400,bennettjessica@example.org,2026-02-25T19:12:53
4f8d47b1-0f6f-4fdf-85f0-c33a1a07c7a3,Guerrero Ltd,CHECK,154423.32,2025-10-29,W,550-84-3423,brendasmith@example.com,2026-02-25T19:12:53
d0bb63af-0b16-47f4-bc5f-9b4c649f0c96,Lopez-Green,CHECK,34550.84,2026-02-19,MW,326-32-0403,richardbaker@example.net,2026-02-25T19:12:53
6e67cce6-684f-43be-a096-1bb291033a71,"Adams, Clay and Jones",CARD,24673.65,2025-04-21,NE,861-66-3047,kbrown@example.com,2026-02-25T19:12:53
c17acfaa-618d-4e44-80f8-e64ed6fe8ac9,Alexander-Gutierrez,ACH,103689.82,2025-03-14,W,092-32-3596,tpruitt@example.net,2026-02-25T19:12:53
f3c952c1-b518-4d61-9fad-a5882acbb10c,Parks-Thomas,CHECK,157057.1,2025-04-08,MW,724-68-8228,hparker@example.org,2026-02-25T19:12:53
d6fecdb3-14c5-43fc-9721-d781af9f675a,Andrews PLC,CHECK,209653.13,2025-08-12,S,126-09-5046,ricardo81@example.org,2026-02-25T19:12:53
56fef478-30b2-4fae-b8f7-ffe369aaa201,Reid-Allen,CASH,219230.6,2025-03-05,MW,024-45-3227,ruizkayla@example.org,2026-02-25T19:12:53
0bec4446-05f0-4d36-bd6e-5eb0ca5ee74d,Dillon-Robinson,ACH,22631.85,2025-03-07,NE,702-83-9631,codyoneal@example.net,2026-02-25T19:12:53
5c125c4a-c044-4366-ad43-5d28a8641428,"Garza, Hodges and Snyder",CHECK,208617.01,2025-03-25,MW,880-94-3851,vdavis@example.org,2026-02-25T19:12:53
82949cf5-f5b2-4b3c-a43b-74c1bf655f77,Gardner PLC,ACH,17419.51,2025-04-29,MW,480-73-1521,myersmelanie@example.org,2026-02-25T19:12:53
6a9c66b0-0d1a-4369-a384-279251171836,"Lewis, Murphy and Mcgee",WIRE,132737.97,2025-09-23,S,332-57-4676,samantha46@example.com,2026-02-25T19:12:53
60ce0573-08a6-4b59-a489-bcdc7a4ad50a,"Taylor, Thompson and Harding",CASH,59484.12,2025-06-18,S,171-79-2988,uwood@example.net,2026-02-25T19:12:53
ca232803-f5ee-490b-8c87-83c5d8fef1c7,Mooney Group,WIRE,245992.18,2025-08-06,NE,211-43-2050,taylorsteven@example.org,2026-02-25T19:12:53
8036bf46-2544-4473-8fc1-d390f7df14b4,Lopez PLC,CHECK,167775.12,2025-06-14,MW,597-50-0327,iking@example.net,2026-02-25T19:12:53
78c8cb03-6af3-4ab6-bef4-07b57d44a83e,Haley LLC,CARD,202721.08,2025-12-27,S,836-04-1499,evanselizabeth@example.net,2026-02-25T19:12:53
4fbde658-eb43-4712-a10c-10937cd33913,Giles-Jackson,CASH,80199.57,2025-12-29,NE,177-57-8743,ymurphy@example.com,2026-02-25T19:12:53
c598e161-cb7d-47dc-a49d-fbaddbe01d84,"Moore, Huff and Coleman",CHECK,201830.63,2025-12-31,S,531-31-3219,holmesrichard@example.net,2026-02-25T19:12:53
d5b103ed-5d01-474b-ae46-03aad33091d0,"Smith, Stuart and Parks",CHECK,107552.46,2025-11-09,W,244-41-6572,jacobsonsarah@example.net,2026-02-25T19:12:53
ae961a27-2f16-46e5-a63e-8979057cd8c1,Craig-Myers,WIRE,207879.87,2025-03-15,NE,577-10-8864,emoore@example.com,2026-02-25T19:12:53
215e7b02-6020-4469-90bb-8333fa52517e,"Baker, Hall and Montgomery",WIRE,81582.62,2025-04-06,NE,842-95-2928,mcaldwell@example.org,2026-02-25T19:12:53
44217440-ed28-4578-8189-4960ed796475,Noble PLC,CASH,41337.34,2026-02-24,NE,422-63-0313,cmason@example.net,2026-02-25T19:12:53
973fc872-c0ea-4424-b8bd-71534f88d92d,"Jones, Myers and Burch",ACH,215532.06,2025-08-04,NE,886-38-0318,michaelortiz@example.com,2026-02-25T19:12:53
8a600f5b-c3f2-401e-95bd-bf9f36a2c987,Ramos and Sons,CASH,114834.43,2025-06-14,MW,527-81-6128,selena38@example.com,2026-02-25T19:12:53
20bbce6f-263b-4622-850d-2982ae0d24f0,"Butler, Dominguez and Hawkins",WIRE,221177.81,2026-02-23,S,299-37-6946,imiranda@example.org,2026-02-25T19:12:53
465546c4-a8da-4f4d-87c0-52401e68fdff,Bailey-Rodriguez,WIRE,227183.63,2025-12-22,W,128-03-1333,andrew72@example.com,2026-02-25T19:12:53
6f389702-2a83-4552-994d-2451d460d1e5,Reeves-Reese,CHECK,217165.99,2025-11-07,S,856-86-1304,hmcclure@example.net,2026-02-25T19:12:53
a78c99a2-855c-4547-a3d2-4747e9cffc72,"Sullivan, Trevino and Torres",WIRE,132425.88,2025-11-24,S,404-18-0700,mary83@example.net,2026-02-25T19:12:53
e0459d03-2d0a-4832-bd2e-13aab9a5d341,Solomon-James,ACH,210844.57,2025-05-01,W,628-91-6617,imorales@example.net,2026-02-25T19:12:53
7140dda1-23d4-4a4f-a69e-394ac6bd6c09,"Jensen, Walker and Strickland",WIRE,235773.63,2025-07-05,S,555-38-0877,gary77@example.org,2026-02-25T19:12:53
34a2da9e-b8fd-482c-b84a-407daf25706b,"Carney, Parker and Medina",ACH,4355.59,2025-12-16,NE,891-96-3892,williamrusso@example.net,2026-02-25T19:12:53
00c06291-bbe9-48ba-9575-dd2795aadbf9,"Ellison, Sanford and Boyer",CARD,123160.15,2026-02-17,NE,206-35-6792,kimberly16@example.com,2026-02-25T19:12:53
bb4f8c21-cbd8-4a91-b9e6-c0ccf23a9710,"Clements, Brown and King",CHECK,101825.13,2025-05-12,W,640-38-9187,sheenawhite@example.org,2026-02-25T19:12:53
6d1bc752-7c78-46ba-b9ab-34d7ace4a513,Allen Group,WIRE,34331.2,2025-07-19,S,081-31-8779,peter23@example.net,2026-02-25T19:12:53
99eed587-e72b-4439-ab95-c9e8df030f45,Allen-Perez,CHECK,237177.57,2025-12-14,W,648-54-9446,bgonzalez@example.com,2026-02-25T19:12:53
c36582ec-09b8-4d5c-937a-67eb31a24656,"Grimes, Gonzalez and Sanders",CHECK,59528.33,2026-01-17,NE,393-45-6287,joshua69@example.net,2026-02-25T19:12:53
97ad086e-173f-4e03-88d1-4600b68b89b7,Duke-Cole,CASH,231954.12,2025-04-11,NE,561-86-8534,rmcpherson@example.net,2026-02-25T19:12:53
65028dff-b2f5-4eec-8f6e-8039fdf39257,Parker Inc,CHECK,30562.92,2025-05-11,W,143-08-2819,farmertimothy@example.org,2026-02-25T19:12:53
877588f1-89bf-44c8-b9a7-13c44e2422f6,Rojas PLC,WIRE,163378.67,2025-04-28,W,436-99-7510,xhanson@example.com,2026-02-25T19:12:53
7d02e706-db5f-4da1-ac9d-ba2284f55e73,Black PLC,WIRE,239807.03,2026-02-12,W,063-12-8537,josewebb@example.com,2026-02-25T19:12:53
5d4fdc75-7b93-4976-8567-204be85da364,"Jarvis, Franklin and Reed",CARD,143427.92,2025-07-01,S,255-37-5410,sara60@example.com,2026-02-25T19:12:53
140f5e98-0f3c-43e0-9ad1-ebaa096cfcea,Giles-Hayes,ACH,200800.9,2025-07-15,MW,170-04-1601,sprice@example.net,2026-02-25T19:12:53
86e1abe8-766f-4b7b-90ac-cf4e92cb677a,Davis-Baker,CASH,245215.3,2025-06-01,S,564-79-0274,tyrone44@example.net,2026-02-25T19:12:53
465174ce-e891-4290-b5eb-0740b986d247,Valencia PLC,CHECK,104614.23,2025-11-19,NE,016-92-5426,santossusan@example.com,2026-02-25T19:12:53
cc529cc7-e638-4524-90c2-79c32424b7e8,Morton and Sons,CASH,196858.21,2025-09-16,S,674-95-9745,danielmarks@example.net,2026-02-25T19:12:53
08758742-cd7a-46dc-a60d-45164bf56353,"Brown, Flores and Huffman",CARD,17581.08,2025-11-11,S,632-25-4935,kimlisa@example.com,2026-02-25T19:12:53
5ef4975a-d7f4-4123-8d6a-ddd713754190,Moore Inc,CARD,236173.36,2025-09-17,MW,457-23-0600,jacobswilliam@example.net,2026-02-25T19:12:53
7db46314-284c-471a-baa9-276ab9d1fbfd,"Oliver, Lambert and Wagner",CASH,55353.59,2025-11-19,MW,498-48-8016,dillonelizabeth@example.net,2026-02-25T19:12:53
2c6b3a8e-48f0-4650-ab68-92d0cc389745,"Thompson, Miller and Hull",ACH,154614.28,2025-08-16,NE,703-99-8127,anthonyhoward@example.org,2026-02-25T19:12:53
9346cfae-5a5f-44af-b67e-9275ae53d876,Adkins-Donovan,CARD,219748.61,2026-01-26,NE,681-65-2512,wcoffey@example.com,2026-02-25T19:12:53
1223282e-0a49-4cef-82a0-639c16221bc2,Mclean-Young,CASH,12402.71,2025-10-27,W,629-51-8539,stewartjeffrey@example.org,2026-02-25T19:12:53
0b00623f-5d0f-4e5e-989d-03945c6838e6,"Williams, Ramirez and Williams",ACH,83674.06,2025-12-18,NE,260-25-1230,robert74@example.net,2026-02-25T19:12:53
84f6cbc1-c11a-49a1-bb38-3039916e7e82,Mccarthy-Oconnell,WIRE,213243.59,2025-08-26,NE,050-05-8048,james68@example.com,2026-02-25T19:12:53
e625622d-97d2-4c95-b9e1-06adcd5c3051,Gould LLC,CHECK,182567.03,2025-10-30,NE,671-78-7122,colemanjasmine@example.com,2026-02-25T19:12:53
d84be4f5-ae75-496f-8cb0-1c6b3f0aa9a8,Reyes Ltd,CASH,242088.35,2026-01-02,MW,459-69-7878,brownjose@example.org,2026-02-25T19:12:53
ce1e3fbc-1035-424a-a86a-33940d7d7032,Boyd Ltd,CASH,95484.68,2025-10-17,MW,048-80-6190,patricia70@example.com,2026-02-25T19:12:53
a66d66ad-7ad7-4e0e-a334-9374d436157f,Newman Ltd,WIRE,51546.64,2026-02-04,NE,857-39-9579,leeveronica@example.com,2026-02-25T19:12:53
76c8de1d-068e-4e10-b61d-aea6902bac3c,Bird Group,WIRE,221247.25,2025-05-24,NE,398-72-7528,aliciagonzalez@example.com,2026-02-25T19:12:53
12336fbc-9058-4a1f-9592-e1766af5e6f6,Simmons-Cooley,CASH,147935.07,2025-11-07,NE,029-85-7415,andre37@example.net,2026-02-25T19:12:53
9b70392b-62b4-48d4-8ed1-87b435310c03,"Ball, Sanchez and Cortez",CARD,66961.21,2025-02-28,NE,551-31-2221,longjuan@example.net,2026-02-25T19:12:53
963e0c4d-525e-4e70-a398-1ea2e5d53528,"Molina, Stone and Mcmillan",WIRE,17996.46,2025-03-06,NE,310-79-1073,debbie27@example.org,2026-02-25T19:12:53
98c55935-a833-4c61-9599-cd6ff5be562a,Larsen Inc,CASH,41151.67,2025-12-22,MW,408-81-4542,mark53@example.net,2026-02-25T19:12:53
24c1b25b-16fb-4c22-bb19-c328b32436ea,Kline Ltd,WIRE,109754.25,2025-04-11,NE,244-67-2398,johnsonpamela@example.net,2026-02-25T19:12:53
1039449e-aa65-42a7-82bf-4239d2897669,Aguilar Ltd,WIRE,50904.89,2025-06-13,W,169-03-4637,lorihansen@example.com,2026-02-25T19:12:53
7cbdc4bd-b126-470f-ae95-cf863221a008,"Johnson, Ellis and Bell",CHECK,28524.04,2025-03-29,NE,190-13-7457,ncantu@example.net,2026-02-25T19:12:53
86c251ce-ea55-4823-b206-d25b9556ac80,Kirk Ltd,ACH,43839.8,2025-06-19,S,248-18-6379,riveranatalie@example.net,2026-02-25T19:12:53
4c56a0e8-305f-413f-bd8c-fd86021eaee9,"Harmon, Gilbert and Fuller",WIRE,72793.06,2025-10-06,MW,248-67-5450,kevin74@example.com,2026-02-25T19:12:53
06934485-3c25-47c2-95ac-4008732c8f04,"Bell, Stevenson and Poole",ACH,101718.12,2025-10-29,S,097-65-7565,denisesmith@example.org,2026-02-25T19:12:53
74fbdfa3-0776-4228-99a3-3b2d6d8eadbc,"Lam, Johnson and Willis",CARD,96821.8,2025-11-13,W,854-34-7377,johnsonvernon@example.org,2026-02-25T19:12:53
93b2faaa-be9b-4270-b587-fddd9d6bb515,Wagner and Sons,ACH,54586.14,2025-05-28,MW,012-60-8144,hernandezchristopher@example.com,2026-02-25T19:12:53
bb5e11ec-d6da-45c6-a283-a654ee0e647b,Galvan Inc,WIRE,91969.41,2025-07-17,MW,790-14-8762,tiffany72@example.com,2026-02-25T19:12:53
67d7e59d-9fc2-48f7-8820-baaa7c5ea9ef,Ballard Inc,CARD,195042.16,2026-01-16,W,362-18-1819,sarahlong@example.net,2026-02-25T19:12:53
8b6492d7-7e67-43fa-bae5-337e0faf2e62,"Duke, Mcdonald and Espinoza",WIRE,144293.62,2025-04-09,W,734-02-5803,wwilson@example.org,2026-02-25T19:12:53
3fa69506-ce25-4a0c-9511-8cef9fd63a0f,"Hunt, Simon and Espinoza",CASH,181270.66,2026-02-16,S,719-51-5089,xlogan@example.org,2026-02-25T19:12:53
b676e5e6-8025-4e81-81a4-5fe5bff57e10,Parker PLC,ACH,162877.38,2025-10-06,NE,325-36-2157,thompsonbrittany@example.com,2026-02-25T19:12:53
71ebcda9-15bc-4358-8829-c86d2fc26e33,Martin PLC,CARD,243739.05,2025-03-26,S,888-53-7312,juliahernandez@example.net,2026-02-25T19:12:53
a2272677-23b8-40a5-ae96-a34a11672bc8,Smith LLC,CHECK,117136.93,2025-07-08,MW,582-48-5209,lovekeith@example.com,2026-02-25T19:12:53
c2802958-4f70-407d-8e87-96fdd8f04262,Fernandez Group,CASH,120709.55,2025-09-05,MW,017-10-1648,ynelson@example.com,2026-02-25T19:12:53
14ae2020-8a77-4be4-9bf6-1c1421c561b0,Robinson PLC,WIRE,28790.56,2025-12-28,MW,453-08-5985,molly61@example.org,2026-02-25T19:12:53
526d5051-a80f-4371-b8e8-e7f1778c35ec,Ruiz-Brown,WIRE,86953.67,2025-12-17,W,735-86-5868,jkennedy@example.com,2026-02-25T19:12:53
c4afd632-6f3d-4335-9078-ae22749ba2db,Curtis-Cowan,CARD,46843.91,2025-10-26,NE,206-92-7335,dan97@example.net,2026-02-25T19:12:53
640ea4f3-4e87-4f98-bb4a-755915b9aab5,Soto-Jones,ACH,242499.44,2025-10-21,S,211-51-4119,ethomas@example.net,2026-02-25T19:12:53
3f659758-4229-45bf-a453-9a34ce4ab992,"Miller, Smith and Nelson",CHECK,1039.57,2025-04-19,S,772-47-7839,millerheather@example.net,2026-02-25T19:12:53
0e233a81-161a-413b-945e-182d1ca3486a,"Anderson, Yu and Rush",CASH,50853.61,2025-06-30,NE,110-48-5782,tcalderon@example.com,2026-02-25T19:12:53
d25aaeca-3533-4de7-8b45-91c5709dba7e,White LLC,ACH,77730.05,2025-03-02,MW,485-57-2371,alexander13@example.org,2026-02-25T19:12:53
a98c7ed4-4090-4039-b970-1ed26e0194e7,Cox-Fowler,CARD,63622.82,2025-09-16,NE,654-92-0902,brownemily@example.net,2026-02-25T19:12:53
81270d6a-781b-4afb-9d29-70079ce728c3,Flores-Baker,WIRE,148828.83,2025-04-17,MW,480-93-1098,jhicks@example.com,2026-02-25T19:12:53
b0aaa283-bb5f-4038-8915-6d461eb48347,Duran and Sons,CASH,141337.07,2026-02-21,MW,360-55-1425,robertwaller@example.org,2026-02-25T19:12:53
8ab32b85-7add-427f-8faa-097c4a8f3522,Moon-Tate,WIRE,193136.97,2026-01-06,NE,249-96-5840,tannerhenderson@example.org,2026-02-25T19:12:53
2284f5e3-852d-44fe-860a-3c175a88d4b4,"Fisher, Jennings and Taylor",CHECK,88885.81,2025-09-22,MW,136-93-4820,michelleberry@example.net,2026-02-25T19:12:53
65f6d1ec-0b4b-4502-99d8-67fcf20dba12,Frank-Ashley,CASH,88686.13,2025-12-27,S,741-29-0932,sharon88@example.net,2026-02-25T19:12:53
9519c239-223f-467f-959d-fc5252773fb2,Ross-Watts,ACH,205555.8,2025-07-03,NE,607-44-6541,jnichols@example.net,2026-02-25T19:12:53
2c231336-8c52-439d-bec1-8f62ddf27035,"Jones, Murray and Phillips",WIRE,51772.21,2025-10-02,NE,251-74-0862,bconner@example.org,2026-02-25T19:12:53
377b0730-89d5-4be5-9dee-2ab02af3a548,Brooks and Sons,CHECK,217719.53,2026-01-30,NE,621-02-8119,paynewilliam@example.net,2026-02-25T19:12:53
c5d2b9f0-e6ac-46aa-aafe-4f9c7193da40,Norman Ltd,CASH,248580.49,2025-03-21,NE,377-21-2903,gutierrezchristopher@example.net,2026-02-25T19:12:53
aaf4f3d9-71f0-4d9e-9e79-47acd750fb3d,Wright-Fowler,CARD,170061.41,2025-12-21,MW,078-38-9297,jennifer33@example.com,2026-02-25T19:12:53
1db79e41-f698-4047-8426-e53833022637,Weaver-King,WIRE,213162.53,2025-10-29,NE,751-88-7854,hardincourtney@example.org,2026-02-25T19:12:53
f2c8d4ce-1566-40f9-9b5f-6910dd5f5b1c,Jackson Inc,CHECK,107271.95,2025-04-08,NE,700-33-7106,moralesmatthew@example.org,2026-02-25T19:12:53
33f531c1-dc84-42c0-9f55-f084b218bf5c,Palmer-Chapman,WIRE,81888.39,2025-05-20,NE,689-78-0995,angelaberry@example.org,2026-02-25T19:12:53
94a40678-274a-4fd8-a0da-094be202c139,Ray-Hart,CHECK,193967.89,2025-06-25,MW,835-09-4607,christopher13@example.org,2026-02-25T19:12:53
b57451c0-1a7f-4d98-8666-66f1eb443333,Andrade and Sons,WIRE,62175.38,2025-05-19,W,689-06-8016,melissawood@example.com,2026-02-25T19:12:53
c08d946e-f3d6-4bcc-a91c-54a88c543b5d,Fisher-Martin,ACH,18287.36,2025-07-01,S,126-49-3131,markjohnson@example.com,2026-02-25T19:12:53
b612aac9-a058-4f72-9b1f-88d6fc27aac1,Fowler Inc,WIRE,17560.33,2025-05-03,MW,565-34-1140,wkelly@example.net,2026-02-25T19:12:53
eb2a3435-4444-46ce-acdc-5e58a6399146,"Vasquez, Bullock and West",ACH,14775.35,2025-05-31,W,090-45-5472,katherinesweeney@example.com,2026-02-25T19:12:53
ea9b21fd-5bcb-454f-ba95-78465ac7ae43,Campbell-Rice,CHECK,162225.26,2025-05-28,MW,536-01-9734,james67@example.org,2026-02-25T19:12:53
c5910583-efca-4650-a17a-def453c30f74,Choi Group,CHECK,73339.58,2025-09-17,W,173-98-0014,stephaniezamora@example.net,2026-02-25T19:12:53
6306dd92-e370-4ae5-925c-c450c53f34d1,Davis and Sons,WIRE,132929.45,2025-06-21,MW,397-08-1367,pwells@example.com,2026-02-25T19:12:53
d1585f09-3313-4114-9b82-054b673053ae,"Maldonado, Harrell and Hall",ACH,95675.1,2026-01-24,S,253-23-2065,keith31@example.com,2026-02-25T19:12:53
df4e571f-adc0-418b-bde4-9051872ae8f9,"Martinez, Coffey and Lopez",WIRE,67707.38,2025-11-23,S,605-92-6021,lesliewilliams@example.org,2026-02-25T19:12:53
4fd30d6a-9e62-4ed8-bac1-f87d802e4a8b,Rosales-Arnold,WIRE,188844.02,2025-05-01,MW,352-88-4539,alexis55@example.org,2026-02-25T19:12:53
f8c4b36a-b2dc-4440-b6cc-de7efdbcafdd,"Murillo, Clark and Lewis",CHECK,78624.56,2025-07-12,S,280-56-5516,teresanguyen@example.net,2026-02-25T19:12:53
35aeab11-9b2f-4dc9-94bf-00c4ad797faa,Zimmerman and Sons,CARD,166442.98,2025-04-12,NE,511-05-8917,rebecca64@example.org,2026-02-25T19:12:53
f6f9f834-cde6-4d55-8b02-cbf44337e7d1,"Matthews, Reyes and Hughes",CARD,117923.08,2026-01-05,MW,151-74-6528,nathanellis@example.com,2026-02-25T19:12:53
03f3f5a4-80c1-4561-97cc-a68cfde6dc6b,"Long, Barnett and Bridges",WIRE,206042.26,2025-06-30,NE,520-66-2784,anthony75@example.com,2026-02-25T19:12:53
c737bdfd-a943-4964-8338-fa49f008f2a9,"Wilson, Reed and Gillespie",CASH,39031.73,2026-01-30,NE,286-75-5744,ibarrakaitlin@example.net,2026-02-25T19:12:53
0061ccb3-942f-4d0c-bda6-ecae10693c80,Anderson-Adams,CHECK,104646.95,2026-01-05,S,314-33-7728,cperry@example.com,2026-02-25T19:12:53
aaf0b71e-ad49-4270-8376-d0b6c8062683,"Villa, Love and Rocha",ACH,153138.89,2025-12-05,S,545-18-2720,reedbrendan@example.com,2026-02-25T19:12:53
33e5a04b-e4ba-40b9-a67b-67ae07afda47,Sampson Inc,CARD,144610.29,2025-07-27,S,080-58-2653,lynchmelissa@example.net,2026-02-25T19:12:53
2f226070-ec16-4c17-bcd8-227cd3899a51,Mcintosh PLC,WIRE,97521.45,2025-07-24,MW,169-84-4575,lblack@example.com,2026-02-25T19:12:53
2a1437f6-e7ec-42b0-870e-4f04ea232c24,"Wilkinson, Tanner and Boyle",CASH,244481.77,2025-11-21,S,639-91-1292,onealeddie@example.org,2026-02-25T19:12:53
0cb8476b-58b6-4aff-97c7-630783905e84,"Guzman, Lawson and Stephens",WIRE,160864.62,2025-11-10,MW,625-96-0241,shieldsevelyn@example.net,2026-02-25T19:12:53
be200dac-f865-494b-a4c1-f68ff560ed25,"Butler, Romero and Crosby",WIRE,6314.34,2025-05-25,NE,550-20-4695,ashleyhester@example.net,2026-02-25T19:12:53
a7ec6dd7-80a4-4087-b53b-320e30340b2f,Patterson-Horton,CASH,50722.55,2025-10-31,W,780-05-5673,michaelayala@example.net,2026-02-25T19:12:53
e44cf615-2aad-4dae-846a-6371d9252285,Perez LLC,WIRE,16825.04,2025-04-20,NE,231-64-1273,jlandry@example.org,2026-02-25T19:12:53
62cb435d-ff14-40a0-af0b-e2177cbbab8c,Jones Ltd,WIRE,197727.36,2025-10-14,NE,459-89-1313,james72@example.net,2026-02-25T19:12:53
b7142cc7-c6d7-4ec3-9f8f-baf422645b94,Patterson and Sons,CARD,62236.31,2025-10-10,W,739-23-5962,robert41@example.org,2026-02-25T19:12:53
f14c0851-8519-44e5-93b1-5a1ab870664d,Hill Inc,WIRE,127499.43,2025-09-25,W,148-28-1512,kevinjones@example.org,2026-02-25T19:12:53
e243089d-ba01-4471-8c75-4981a6c24914,Boyd-Johnson,CASH,53177.27,2025-05-25,MW,395-06-8415,ygarcia@example.org,2026-02-25T19:12:53
6544ce38-b0ce-4636-9ee1-513584f6abd7,"Schneider, Armstrong and Cruz",WIRE,162046.14,2025-09-19,W,338-55-3320,michaelreid@example.net,2026-02-25T19:12:53
6e694748-3977-473f-b04e-45268e6f877c,"Cooper, Stevens and Calderon",CARD,216227.69,2026-02-06,NE,180-04-9338,whitelaura@example.org,2026-02-25T19:12:53
